"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"24-May-2002","-","-","-","     1026.47","-","-"
"27-May-2002","-","-","-","     1022.56","-","-"
"28-May-2002","-","-","-","     1016.69","-","-"
"29-May-2002","-","-","-","     1020.86","-","-"
"30-May-2002","-","-","-","     1020.23","-","-"
"31-May-2002","-","-","-","     1039.46","-","-"
"03-Jun-2002","-","-","-","     1045.70","-","-"
"04-Jun-2002","-","-","-","     1042.61","-","-"
"05-Jun-2002","-","-","-","     1075.26","-","-"
"06-Jun-2002","-","-","-","     1103.25","-","-"
"07-Jun-2002","-","-","-","     1084.99","-","-"
"10-Jun-2002","-","-","-","     1114.64","-","-"
"11-Jun-2002","-","-","-","     1147.46","-","-"
"12-Jun-2002","-","-","-","     1163.08","-","-"
"13-Jun-2002","-","-","-","     1139.27","-","-"
"14-Jun-2002","-","-","-","     1127.52","-","-"
"17-Jun-2002","-","-","-","     1141.47","-","-"
"18-Jun-2002","-","-","-","     1143.18","-","-"
"19-Jun-2002","-","-","-","     1122.26","-","-"
"20-Jun-2002","-","-","-","     1133.25","-","-"
"21-Jun-2002","-","-","-","     1117.00","-","-"
"24-Jun-2002","-","-","-","     1109.26","-","-"
"25-Jun-2002","-","-","-","     1099.19","-","-"
"26-Jun-2002","-","-","-","     1086.91","-","-"
"27-Jun-2002","-","-","-","     1079.17","-","-"
"28-Jun-2002","-","-","-","     1094.70","-","-"
"01-Jul-2002","-","-","-","     1112.56","-","-"
"02-Jul-2002","-","-","-","     1122.06","-","-"
"03-Jul-2002","-","-","-","     1130.55","-","-"
"04-Jul-2002","-","-","-","     1128.22","-","-"
"05-Jul-2002","-","-","-","     1127.44","-","-"
"08-Jul-2002","-","-","-","     1125.28","-","-"
"09-Jul-2002","-","-","-","     1124.85","-","-"
"10-Jul-2002","-","-","-","     1126.29","-","-"
"11-Jul-2002","-","-","-","     1104.92","-","-"
"12-Jul-2002","-","-","-","     1103.54","-","-"
"15-Jul-2002","-","-","-","     1093.19","-","-"
"16-Jul-2002","-","-","-","     1081.32","-","-"
"17-Jul-2002","-","-","-","     1081.81","-","-"
"18-Jul-2002","-","-","-","     1090.39","-","-"
"19-Jul-2002","-","-","-","     1085.86","-","-"
"22-Jul-2002","-","-","-","     1073.26","-","-"
"23-Jul-2002","-","-","-","     1079.16","-","-"
"24-Jul-2002","-","-","-","     1063.88","-","-"
"25-Jul-2002","-","-","-","     1058.85","-","-"
"26-Jul-2002","-","-","-","     1042.31","-","-"
"29-Jul-2002","-","-","-","     1055.65","-","-"
"30-Jul-2002","-","-","-","     1040.32","-","-"
"31-Jul-2002","-","-","-","     1055.87","-","-"
"01-Aug-2002","-","-","-","     1057.55","-","-"
"02-Aug-2002","-","-","-","     1051.87","-","-"
"05-Aug-2002","-","-","-","     1052.98","-","-"
"06-Aug-2002","-","-","-","     1050.04","-","-"
"07-Aug-2002","-","-","-","     1051.90","-","-"
"08-Aug-2002","-","-","-","     1042.89","-","-"
"09-Aug-2002","-","-","-","     1047.80","-","-"
"12-Aug-2002","-","-","-","     1045.45","-","-"
"13-Aug-2002","-","-","-","     1045.88","-","-"
"14-Aug-2002","-","-","-","     1035.97","-","-"
"16-Aug-2002","-","-","-","     1041.49","-","-"
"19-Aug-2002","-","-","-","     1044.76","-","-"
"20-Aug-2002","-","-","-","     1044.35","-","-"
"21-Aug-2002","-","-","-","     1042.20","-","-"
"22-Aug-2002","-","-","-","     1041.21","-","-"
"23-Aug-2002","-","-","-","     1052.69","-","-"
"26-Aug-2002","-","-","-","     1055.49","-","-"
"27-Aug-2002","-","-","-","     1052.33","-","-"
"28-Aug-2002","-","-","-","     1052.14","-","-"
"29-Aug-2002","-","-","-","     1051.51","-","-"
"30-Aug-2002","-","-","-","     1073.63","-","-"
"02-Sep-2002","-","-","-","     1064.34","-","-"
"03-Sep-2002","-","-","-","     1054.16","-","-"
"04-Sep-2002","-","-","-","     1055.17","-","-"
"05-Sep-2002","-","-","-","     1054.65","-","-"
"06-Sep-2002","-","-","-","     1058.40","-","-"
"09-Sep-2002","-","-","-","     1051.61","-","-"
"11-Sep-2002","-","-","-","     1059.09","-","-"
"12-Sep-2002","-","-","-","     1068.66","-","-"
"13-Sep-2002","-","-","-","     1062.20","-","-"
"16-Sep-2002","-","-","-","     1054.23","-","-"
"17-Sep-2002","-","-","-","     1063.31","-","-"
"18-Sep-2002","-","-","-","     1063.12","-","-"
"19-Sep-2002","-","-","-","     1060.11","-","-"
"20-Sep-2002","-","-","-","     1049.00","-","-"
"23-Sep-2002","-","-","-","     1042.62","-","-"
"24-Sep-2002","-","-","-","     1043.75","-","-"
"25-Sep-2002","-","-","-","     1033.49","-","-"
"26-Sep-2002","-","-","-","     1028.68","-","-"
"27-Sep-2002","-","-","-","     1044.91","-","-"
"30-Sep-2002","-","-","-","     1045.23","-","-"
"01-Oct-2002","-","-","-","     1046.67","-","-"
"03-Oct-2002","-","-","-","     1040.45","-","-"
"04-Oct-2002","-","-","-","     1042.49","-","-"
"07-Oct-2002","-","-","-","     1045.23","-","-"
"08-Oct-2002","-","-","-","     1041.41","-","-"
"09-Oct-2002","-","-","-","     1035.34","-","-"
"10-Oct-2002","-","-","-","     1027.90","-","-"
"11-Oct-2002","-","-","-","     1032.38","-","-"
"14-Oct-2002","-","-","-","     1035.77","-","-"
"16-Oct-2002","-","-","-","     1030.57","-","-"
"17-Oct-2002","-","-","-","     1026.10","-","-"
"18-Oct-2002","-","-","-","     1010.45","-","-"
"21-Oct-2002","-","-","-","     1018.11","-","-"
"22-Oct-2002","-","-","-","     1008.47","-","-"
"23-Oct-2002","-","-","-","     1012.37","-","-"
"24-Oct-2002","-","-","-","      995.15","-","-"
"25-Oct-2002","-","-","-","      996.55","-","-"
"28-Oct-2002","-","-","-","     1014.43","-","-"
"29-Oct-2002","-","-","-","     1023.82","-","-"
"30-Oct-2002","-","-","-","     1010.03","-","-"
"31-Oct-2002","-","-","-","     1011.86","-","-"
"01-Nov-2002","-","-","-","     1021.44","-","-"
"04-Nov-2002","-","-","-","     1033.47","-","-"
"05-Nov-2002","-","-","-","     1035.02","-","-"
"07-Nov-2002","-","-","-","     1023.02","-","-"
"08-Nov-2002","-","-","-","     1009.95","-","-"
"11-Nov-2002","-","-","-","     1003.63","-","-"
"12-Nov-2002","-","-","-","     1001.41","-","-"
"13-Nov-2002","-","-","-","      982.78","-","-"
"14-Nov-2002","-","-","-","      995.09","-","-"
"15-Nov-2002","-","-","-","     1002.41","-","-"
"18-Nov-2002","-","-","-","     1017.23","-","-"
"20-Nov-2002","-","-","-","     1015.37","-","-"
"21-Nov-2002","-","-","-","     1013.08","-","-"
"22-Nov-2002","-","-","-","     1051.46","-","-"
"25-Nov-2002","-","-","-","     1073.77","-","-"
"26-Nov-2002","-","-","-","     1076.63","-","-"
"27-Nov-2002","-","-","-","     1088.16","-","-"
"28-Nov-2002","-","-","-","     1090.52","-","-"
"29-Nov-2002","-","-","-","     1094.95","-","-"
"02-Dec-2002","-","-","-","     1103.58","-","-"
"03-Dec-2002","-","-","-","     1095.60","-","-"
"04-Dec-2002","-","-","-","     1090.56","-","-"
"05-Dec-2002","-","-","-","     1105.54","-","-"
"06-Dec-2002","-","-","-","     1134.20","-","-"
"09-Dec-2002","-","-","-","     1137.04","-","-"
"10-Dec-2002","-","-","-","     1124.97","-","-"
"11-Dec-2002","-","-","-","     1156.37","-","-"
"12-Dec-2002","-","-","-","     1171.14","-","-"
"13-Dec-2002","-","-","-","     1205.92","-","-"
"16-Dec-2002","-","-","-","     1201.66","-","-"
"17-Dec-2002","-","-","-","     1213.94","-","-"
"18-Dec-2002","-","-","-","     1235.99","-","-"
"19-Dec-2002","-","-","-","     1209.22","-","-"
"20-Dec-2002","-","-","-","     1212.69","-","-"
"23-Dec-2002","-","-","-","     1215.70","-","-"
"24-Dec-2002","-","-","-","     1227.20","-","-"
"26-Dec-2002","-","-","-","     1227.62","-","-"
"27-Dec-2002","-","-","-","     1237.86","-","-"
"30-Dec-2002","-","-","-","     1223.45","-","-"
